2024-04-19 18:03:07		1d4: 2
2024-04-19 18:03:07		Total: 2
2024-04-19 18:03:07		Total: 2
2024-04-19 18:13:50		1d4: 4
2024-04-19 18:13:50		Total: 4
2024-04-19 18:15:28		1d4: 1
2024-04-19 18:15:28		Total: 1
2024-04-19 18:15:47		1d4: 1
2024-04-19 18:15:47		1d4: 1
2024-04-19 18:15:47		Total: 1
2024-04-19 18:15:47		Total: 1
2024-04-20 20:45:21		1d4: 2
2024-04-20 20:45:21		Total: 2
2024-04-20 20:45:24		1d6: 6
2024-04-20 20:45:24		1d6: 6
2024-04-20 20:45:24		Total: 6
2024-04-20 20:45:24		Total: 6
2024-04-20 20:45:27		1d8: 1
2024-04-20 20:45:27		1d8: 1
2024-04-20 20:45:27		1d8: 1
2024-04-20 20:45:27		Total: 1
2024-04-20 20:45:27		Total: 1
2024-04-20 20:45:27		Total: 1
2024-04-20 20:45:31		1d10: 9
2024-04-20 20:45:31		1d10: 9
2024-04-20 20:45:31		1d10: 9
2024-04-20 20:45:31		1d10: 9
2024-04-20 20:45:31		Total: 9
2024-04-20 20:45:31		Total: 9
2024-04-20 20:45:31		Total: 9
2024-04-20 20:45:31		Total: 9
2024-04-20 20:45:35		1d12: 9
2024-04-20 20:45:35		1d12: 9
2024-04-20 20:45:35		1d12: 9
2024-04-20 20:45:35		1d12: 9
2024-04-20 20:45:35		1d12: 9
2024-04-20 20:45:35		Total: 9
2024-04-20 20:45:35		Total: 9
2024-04-20 20:45:35		Total: 9
2024-04-20 20:45:35		Total: 9
2024-04-20 20:45:35		Total: 9
2024-04-20 20:45:37		1d20: 10
2024-04-20 20:45:37		1d20: 10
2024-04-20 20:45:37		1d20: 10
2024-04-20 20:45:37		1d20: 10
2024-04-20 20:45:37		1d20: 10
2024-04-20 20:45:37		1d20: 10
2024-04-20 20:45:37		Total: 10
2024-04-20 20:45:37		Total: 10
2024-04-20 20:45:37		Total: 10
2024-04-20 20:45:37		Total: 10
2024-04-20 20:45:37		Total: 10
2024-04-20 20:45:37		Total: 10
2024-04-20 20:45:41		1d4: 2
2024-04-20 20:45:41		1d4: 2
2024-04-20 20:45:41		1d4: 2
2024-04-20 20:45:41		1d4: 2
2024-04-20 20:45:41		1d4: 2
2024-04-20 20:45:41		1d4: 2
2024-04-20 20:45:41		1d4: 2
2024-04-20 20:45:41		Total: 2
2024-04-20 20:45:41		Total: 2
2024-04-20 20:45:41		Total: 2
2024-04-20 20:45:41		Total: 2
2024-04-20 20:45:41		Total: 2
2024-04-20 20:45:41		Total: 2
2024-04-20 20:45:41		Total: 2
2024-04-20 20:45:43		1d20: 15
2024-04-20 20:45:43		1d20: 15
2024-04-20 20:45:43		1d20: 15
2024-04-20 20:45:43		1d20: 15
2024-04-20 20:45:43		1d20: 15
2024-04-20 20:45:43		1d20: 15
2024-04-20 20:45:43		1d20: 15
2024-04-20 20:45:43		1d20: 15
2024-04-20 20:45:43		Total: 15
2024-04-20 20:45:43		Total: 15
2024-04-20 20:45:43		Total: 15
2024-04-20 20:45:43		Total: 15
2024-04-20 20:45:43		Total: 15
2024-04-20 20:45:43		Total: 15
2024-04-20 20:45:43		Total: 15
2024-04-20 20:45:43		Total: 15
2024-04-20 20:45:52		1d4: 3
2024-04-20 20:45:52		1d4: 3
2024-04-20 20:45:52		1d4: 3
2024-04-20 20:45:52		1d4: 3
2024-04-20 20:45:52		1d4: 3
2024-04-20 20:45:52		1d4: 3
2024-04-20 20:45:52		1d4: 3
2024-04-20 20:45:52		1d4: 3
2024-04-20 20:45:52		1d4: 3
2024-04-20 20:45:52		Total: 3
2024-04-20 20:45:52		Total: 3
2024-04-20 20:45:52		Total: 3
2024-04-20 20:45:52		Total: 3
2024-04-20 20:45:52		Total: 3
2024-04-20 20:45:52		Total: 3
2024-04-20 20:45:52		Total: 3
2024-04-20 20:45:52		Total: 3
2024-04-20 20:45:52		Total: 3
2024-04-20 20:45:55		1d6: 2
2024-04-20 20:45:55		1d6: 2
2024-04-20 20:45:55		1d6: 2
2024-04-20 20:45:55		1d6: 2
2024-04-20 20:45:55		1d6: 2
2024-04-20 20:45:55		1d6: 2
2024-04-20 20:45:55		1d6: 2
2024-04-20 20:45:55		1d6: 2
2024-04-20 20:45:55		1d6: 2
2024-04-20 20:45:55		1d6: 2
2024-04-20 20:45:55		Total: 2
2024-04-20 20:45:55		Total: 2
2024-04-20 20:45:55		Total: 2
2024-04-20 20:45:55		Total: 2
2024-04-20 20:45:55		Total: 2
2024-04-20 20:45:55		Total: 2
2024-04-20 20:45:55		Total: 2
2024-04-20 20:45:55		Total: 2
2024-04-20 20:45:55		Total: 2
2024-04-20 20:45:55		Total: 2
2024-04-20 20:45:59		1d8: 3
2024-04-20 20:45:59		1d8: 3
2024-04-20 20:45:59		1d8: 3
2024-04-20 20:45:59		1d8: 3
2024-04-20 20:45:59		1d8: 3
2024-04-20 20:45:59		1d8: 3
2024-04-20 20:45:59		1d8: 3
2024-04-20 20:45:59		1d8: 3
2024-04-20 20:45:59		1d8: 3
2024-04-20 20:45:59		1d8: 3
2024-04-20 20:45:59		1d8: 3
2024-04-20 20:45:59		Total: 3
2024-04-20 20:45:59		Total: 3
2024-04-20 20:45:59		Total: 3
2024-04-20 20:45:59		Total: 3
2024-04-20 20:45:59		Total: 3
2024-04-20 20:45:59		Total: 3
2024-04-20 20:45:59		Total: 3
2024-04-20 20:45:59		Total: 3
2024-04-20 20:45:59		Total: 3
2024-04-20 20:45:59		Total: 3
2024-04-20 20:45:59		Total: 3
2024-04-21 02:22:26		1d4: 3
2024-04-21 02:22:26		Total: 3
2024-04-21 02:22:35		1d10: 8
2024-04-21 02:22:35		1d10: 8
2024-04-21 02:22:35		Total: 8
2024-04-21 02:22:35		Total: 8
2024-04-21 02:23:21		1d8: 7
2024-04-21 02:23:21		Total: 7
2024-04-21 02:24:24		1d6: 1
2024-04-21 02:24:24		Total: 1
2024-04-21 02:24:28		1d4: 2
2024-04-21 02:24:28		1d4: 2
2024-04-21 02:24:28		Total: 2
2024-04-21 02:24:28		Total: 2
2024-04-21 02:24:33		1d10: 6
2024-04-21 02:24:33		1d10: 6
2024-04-21 02:24:33		1d10: 6
2024-04-21 02:24:33		Total: 6
2024-04-21 02:24:33		Total: 6
2024-04-21 02:24:33		Total: 6
2024-04-21 02:28:30		1d4: 3
2024-04-21 02:28:30		Total: 3
2024-04-21 02:28:35		1d10: 3
2024-04-21 02:28:35		1d10: 3
2024-04-21 02:28:35		Total: 3
2024-04-21 02:28:35		Total: 3
2024-04-21 02:28:42		1d12: 2
2024-04-21 02:28:42		1d12: 2
2024-04-21 02:28:42		1d12: 2
2024-04-21 02:28:42		Total: 2
2024-04-21 02:28:42		Total: 2
2024-04-21 02:28:42		Total: 2
2024-04-21 02:28:46		1d20: 20
2024-04-21 02:28:46		1d20: 20
2024-04-21 02:28:46		1d20: 20
2024-04-21 02:28:46		1d20: 20
2024-04-21 02:28:46		Total: 20
2024-04-21 02:28:46		Total: 20
2024-04-21 02:28:46		Total: 20
2024-04-21 02:28:46		Total: 20
2024-04-21 02:28:51		1d4: 1
2024-04-21 02:28:51		1d4: 1
2024-04-21 02:28:51		1d4: 1
2024-04-21 02:28:51		1d4: 1
2024-04-21 02:28:51		1d4: 1
2024-04-21 02:28:51		Total: 1
2024-04-21 02:28:51		Total: 1
2024-04-21 02:28:51		Total: 1
2024-04-21 02:28:51		Total: 1
2024-04-21 02:28:51		Total: 1
2024-04-21 02:28:55		1d6: 5
2024-04-21 02:28:55		1d6: 5
2024-04-21 02:28:55		1d6: 5
2024-04-21 02:28:55		1d6: 5
2024-04-21 02:28:55		1d6: 5
2024-04-21 02:28:55		1d6: 5
2024-04-21 02:28:55		Total: 5
2024-04-21 02:28:55		Total: 5
2024-04-21 02:28:55		Total: 5
2024-04-21 02:28:55		Total: 5
2024-04-21 02:28:55		Total: 5
2024-04-21 02:28:55		Total: 5
2024-04-21 02:34:21		1d4: 2
2024-04-21 02:34:21		Total: 2
2024-04-21 02:34:33		1d10: 9
2024-04-21 02:34:33		1d10: 9
2024-04-21 02:34:33		Total: 9
2024-04-21 02:34:33		Total: 9
2024-04-21 02:34:48		1d20: 15
2024-04-21 02:34:48		1d20: 15
2024-04-21 02:34:48		1d20: 15
2024-04-21 02:34:48		Total: 15
2024-04-21 02:34:48		Total: 15
2024-04-21 02:34:48		Total: 15
2024-04-21 02:35:32		1d8: 8
2024-04-21 02:35:32		Total: 8
2024-04-21 02:35:43		1d4: 3
2024-04-21 02:35:43		1d4: 3
2024-04-21 02:35:43		Total: 3
2024-04-21 02:35:43		Total: 3
2024-04-21 02:36:17		1d8: 8
2024-04-21 02:36:17		Total: 8
2024-04-21 02:36:30		1d12: 3
2024-04-21 02:36:30		1d12: 3
2024-04-21 02:36:30		Total: 3
2024-04-21 02:36:30		Total: 3
2024-04-21 02:38:29		1d8: 3
2024-04-21 02:38:29		Total: 3
2024-04-21 02:39:06		1d8: 5
2024-04-21 02:39:06		Total: 5
2024-04-21 02:39:57		1d10: 3
2024-04-21 02:39:57		Total: 3
2024-04-21 02:40:53		1d10: 7
2024-04-21 02:40:53		Total: 7
2024-04-21 02:42:57		1d6: 5
2024-04-21 02:42:57		Total: 5
2024-04-21 02:43:03		1d8: 2
2024-04-21 02:43:03		1d8: 2
2024-04-21 02:43:03		Total: 2
2024-04-21 02:43:03		Total: 2
2024-04-21 02:43:30		1d10: 5
2024-04-21 02:43:30		Total: 5
2024-04-21 02:44:22		1d8: 7
2024-04-21 02:44:22		Total: 7
2024-04-21 02:45:06		1d8: 1
2024-04-21 02:45:06		Total: 1
2024-04-21 02:45:55		1d8: 1
2024-04-21 02:45:55		Total: 1
2024-04-21 02:46:21		1d4: 3
2024-04-21 02:46:21		Total: 3
2024-04-21 02:46:26		1d10: 2
2024-04-21 02:46:26		1d10: 2
2024-04-21 02:46:26		Total: 2
2024-04-21 02:46:26		Total: 2
2024-04-21 02:46:57		1d12: 11
2024-04-21 02:46:57		Total: 11
2024-04-21 02:47:03		1d20: 6
2024-04-21 02:47:03		1d20: 6
2024-04-21 02:47:03		Total: 6
2024-04-21 02:47:03		Total: 6
2024-04-21 02:48:00		1d8: 7
2024-04-21 02:48:00		Total: 7
2024-04-21 02:48:04		1d12: 8
2024-04-21 02:48:04		1d12: 8
2024-04-21 02:48:04		Total: 8
2024-04-21 02:48:04		Total: 8
2024-04-21 02:48:20		1d10: 9
2024-04-21 02:48:20		1d10: 9
2024-04-21 02:48:20		1d10: 9
2024-04-21 02:48:20		Total: 9
2024-04-21 02:48:20		Total: 9
2024-04-21 02:48:20		Total: 9
2024-04-21 02:48:27		1d10: 1
2024-04-21 02:48:27		1d10: 1
2024-04-21 02:48:27		1d10: 1
2024-04-21 02:48:27		1d10: 1
2024-04-21 02:48:27		Total: 1
2024-04-21 02:48:27		Total: 1
2024-04-21 02:48:27		Total: 1
2024-04-21 02:48:27		Total: 1
2024-04-21 02:48:31		1d8: 1
2024-04-21 02:48:31		1d8: 1
2024-04-21 02:48:31		1d8: 1
2024-04-21 02:48:31		1d8: 1
2024-04-21 02:48:31		1d8: 1
2024-04-21 02:48:31		Total: 1
2024-04-21 02:48:31		Total: 1
2024-04-21 02:48:31		Total: 1
2024-04-21 02:48:31		Total: 1
2024-04-21 02:48:31		Total: 1
2024-04-21 02:48:37		1d12: 12
2024-04-21 02:48:37		1d12: 12
2024-04-21 02:48:37		1d12: 12
2024-04-21 02:48:37		1d12: 12
2024-04-21 02:48:37		1d12: 12
2024-04-21 02:48:37		1d12: 12
2024-04-21 02:48:37		Total: 12
2024-04-21 02:48:37		Total: 12
2024-04-21 02:48:37		Total: 12
2024-04-21 02:48:37		Total: 12
2024-04-21 02:48:37		Total: 12
2024-04-21 02:48:37		Total: 12
2024-04-21 02:49:16		1d8: 3
2024-04-21 02:49:16		Total: 3
2024-04-21 02:49:22		1d12: 1
2024-04-21 02:49:22		1d12: 1
2024-04-21 02:49:22		Total: 1
2024-04-21 02:49:22		Total: 1
2024-04-21 02:50:10		1d12: 7
2024-04-21 02:50:10		Total: 7
2024-04-21 02:50:14		1d6: 2
2024-04-21 02:50:14		1d6: 2
2024-04-21 02:50:14		Total: 2
2024-04-21 02:50:14		Total: 2
2024-04-21 02:50:20		1d4: 4
2024-04-21 02:50:20		1d4: 4
2024-04-21 02:50:20		1d4: 4
2024-04-21 02:50:20		Total: 4
2024-04-21 02:50:20		Total: 4
2024-04-21 02:50:20		Total: 4
2024-04-21 02:50:27		1d20: 18
2024-04-21 02:50:27		1d20: 18
2024-04-21 02:50:27		1d20: 18
2024-04-21 02:50:27		1d20: 18
2024-04-21 02:50:27		Total: 18
2024-04-21 02:50:27		Total: 18
2024-04-21 02:50:27		Total: 18
2024-04-21 02:50:27		Total: 18
2024-04-21 02:50:32		1d10: 1
2024-04-21 02:50:32		1d10: 1
2024-04-21 02:50:32		1d10: 1
2024-04-21 02:50:32		1d10: 1
2024-04-21 02:50:32		1d10: 1
2024-04-21 02:50:32		Total: 1
2024-04-21 02:50:32		Total: 1
2024-04-21 02:50:32		Total: 1
2024-04-21 02:50:32		Total: 1
2024-04-21 02:50:32		Total: 1
2024-04-21 02:50:40		1d20: 2
2024-04-21 02:50:40		1d20: 2
2024-04-21 02:50:40		1d20: 2
2024-04-21 02:50:40		1d20: 2
2024-04-21 02:50:40		1d20: 2
2024-04-21 02:50:40		1d20: 2
2024-04-21 02:50:40		Total: 2
2024-04-21 02:50:40		Total: 2
2024-04-21 02:50:40		Total: 2
2024-04-21 02:50:40		Total: 2
2024-04-21 02:50:40		Total: 2
2024-04-21 02:50:40		Total: 2
2024-04-21 02:51:27		1d12: 7
2024-04-21 02:51:27		1d12: 7
2024-04-21 02:51:27		1d12: 7
2024-04-21 02:51:27		1d12: 7
2024-04-21 02:51:27		1d12: 7
2024-04-21 02:51:27		1d12: 7
2024-04-21 02:51:27		1d12: 7
2024-04-21 02:51:27		Total: 7
2024-04-21 02:51:27		Total: 7
2024-04-21 02:51:27		Total: 7
2024-04-21 02:51:27		Total: 7
2024-04-21 02:51:27		Total: 7
2024-04-21 02:51:27		Total: 7
2024-04-21 02:51:27		Total: 7
2024-04-21 02:51:31		1d10: 5
2024-04-21 02:51:31		1d10: 5
2024-04-21 02:51:31		1d10: 5
2024-04-21 02:51:31		1d10: 5
2024-04-21 02:51:31		1d10: 5
2024-04-21 02:51:31		1d10: 5
2024-04-21 02:51:31		1d10: 5
2024-04-21 02:51:31		1d10: 5
2024-04-21 02:51:31		Total: 5
2024-04-21 02:51:31		Total: 5
2024-04-21 02:51:31		Total: 5
2024-04-21 02:51:31		Total: 5
2024-04-21 02:51:31		Total: 5
2024-04-21 02:51:31		Total: 5
2024-04-21 02:51:31		Total: 5
2024-04-21 02:51:31		Total: 5
2024-04-21 02:51:41		1d12: 3
2024-04-21 02:51:41		1d12: 3
2024-04-21 02:51:41		1d12: 3
2024-04-21 02:51:41		1d12: 3
2024-04-21 02:51:41		1d12: 3
2024-04-21 02:51:41		1d12: 3
2024-04-21 02:51:41		1d12: 3
2024-04-21 02:51:41		1d12: 3
2024-04-21 02:51:41		1d12: 3
2024-04-21 02:51:41		Total: 3
2024-04-21 02:51:41		Total: 3
2024-04-21 02:51:41		Total: 3
2024-04-21 02:51:41		Total: 3
2024-04-21 02:51:41		Total: 3
2024-04-21 02:51:41		Total: 3
2024-04-21 02:51:41		Total: 3
2024-04-21 02:51:41		Total: 3
2024-04-21 02:51:41		Total: 3
2024-04-21 02:57:47		1d6: 1
2024-04-21 02:57:47		Total: 1
2024-04-21 03:07:39		1d12: 7
2024-04-21 03:07:39		Total: 7
2024-04-22 00:07:12		1d8: 2
2024-04-22 00:07:12		Total: 2
2024-04-22 01:12:08		1d6: 2
2024-04-22 01:12:08		Total: 2
2024-04-22 01:12:08		1d6: 4
2024-04-22 01:12:08		Total: 4
2024-04-22 01:12:13		1d4: 1
2024-04-22 01:12:13		1d4: 1
2024-04-22 01:12:13		Total: 1
2024-04-22 01:12:13		Total: 1
2024-04-22 01:12:13		1d4: 1
2024-04-22 01:12:13		1d4: 1
2024-04-22 01:12:13		Total: 1
2024-04-22 01:12:13		Total: 1
2024-04-22 01:12:17		1d12: 9
2024-04-22 01:12:17		1d12: 9
2024-04-22 01:12:17		1d12: 9
2024-04-22 01:12:17		Total: 9
2024-04-22 01:12:17		Total: 9
2024-04-22 01:12:17		Total: 9
2024-04-22 01:12:17		1d12: 2
2024-04-22 01:12:17		1d12: 2
2024-04-22 01:12:17		1d12: 2
2024-04-22 01:12:17		Total: 2
2024-04-22 01:12:17		Total: 2
2024-04-22 01:12:17		Total: 2
